example_id,split,sampling_stratum,message,correct_intent,correct_route,good_reply_should_mention,reply_must_not_claim,reviewer_name,human_reviewed,conversation_id,target_tweet_id,history_tweet_ids
amazon_test_103,test,random,[HANDLE] are you sure that the remote technical support team really speaks the language? I really am having a hard time finding out more information about my order!,,,,,,NO,2966388,2966388,
amazon_test_104,test,random,Ummm is this some kind of scam or identity theft? I just got a shitload of emails from “amazon” confirming my order on a bunch of random ass things & thanking me for reviews I never wrote.... I’m confused....,,,,,,NO,2927688,2927688,
amazon_test_105,test,random,Hi [HANDLE] can you tell me what 'delayed due to external factors' actually means? Been waiting for my Prime delivery all day. Half of it has made it but needed the other half tonight too!,,,,,,NO,500783,500783,
amazon_test_106,test,random,"[HANDLE] if we are amazon prime members and opt to just wait 6 days for shipping, can you just give me kindle credit instead of amazon pantry credit cause seriously i live in KY, pantry credit will never be used...like ever",,,,,,NO,2899721,2899721,
amazon_test_107,test,random,Why the fuck does the [HANDLE] app feel the need to ALWAYS restart when you leave it go to a new app. Fucks up the music rotation,,,,,,NO,2961692,2961692,
amazon_test_108,test,random,[HANDLE] Until now I didn’t receive my order Pls do the necessary (Final Details for Order #[PHONE] ),,,,,,NO,2878682,2878682,
amazon_test_109,test,random,"[HANDLE] now confused,same product showing two prices same time. Have already paid 2099 in one of the order thinking I am paying ~978 [URL]",,,,,,NO,547940,547940,
amazon_test_110,test,random,"Jeez [HANDLE] get your shhh together. Every. Single. S&S item has shipped in it's own oversized, plastic-filled package. I appreciate the discount, but this defeats the purpose!",,,,,,NO,485262,485262,
amazon_test_111,test,random,I swear to GOD if my [HANDLE] package doesn't get here for Christmas..... I'll freak the hell out,,,,,,NO,574929,574929,
amazon_test_112,test,random,"Hey [HANDLE], I can't leave delivery details to leave with a neighbour: it's only letting me enter a code for access (that isn't required for my house). Any suggestions?",,,,,,NO,2986468,2986468,
amazon_test_113,test,challenge,[HANDLE] your customer service is appalling. During a text chat I got 5 different colleagues mid conversation non of whom could help with my issue. 😡,,,,,,NO,2902570,2902570,
amazon_test_114,test,random,This just arrived day before release date thanks [HANDLE] #fearthewalkingdead S3 that's tonight's viewing sorted! [URL],,,,,,NO,588771,588771,
amazon_test_115,test,random,[HANDLE] why do my prime delivery dates keep changing? Some orders are taking 5 days!what gives? #changingdates,,,,,,NO,2971921,2971921,
amazon_test_116,test,challenge,[HANDLE] [HANDLE] I am not getting any option to exchange with oneplus 5,,,,,,NO,2885737,2885737,
amazon_test_117,test,random,[HANDLE] isn't it funny I am chasing u guys for past 2 days as the product still to be delivered..dint get the product but u send me this.. [URL],,,,,,NO,459034,459034,
amazon_test_118,test,random,"[HANDLE] decided to ship my Xenoblade preorder [HANDLE] ground for some reason - won’t be here until Monday. Amazon, why should I continue to preorder if you’re going to drop the ball like this? Support was more than apathetic. Felt totally disregarded. [HANDLE]",,,,,,NO,485299,485299,
amazon_test_119,test,random,"[HANDLE] I have worst experience, recently I have subscribed for 6 months for Kindle unlimited and still I am not able to read the books which are free to read for Kindle unlimited... Need help",,,,,,NO,2945520,2945520,
amazon_test_120,test,random,[HANDLE] your customer service policy is garbage and the ups driver almost certainly stole my package,,,,,,NO,562925,562925,
amazon_test_121,test,random,"[HANDLE] can you please pm me with an email add for customer services. We are experiencing repeated problems with delivery - now 4th delivery gone astray. Shown as ‘handed to resident’ when we’ve been home, safe place instructions ignored and items AWOL",,,,,,NO,586852,586852,
amazon_test_122,test,random,[HANDLE] come on Amazon sort your Muppet delivery drivers out.. [URL],,,,,,NO,487745,487745,
amazon_test_123,test,challenge,[HANDLE] How do you not have any help articles on how to connect a replacement remote to your firestick when your connecting to different wifi source? C'mon now! Help!,,,,,,NO,2869545,2869545,
amazon_test_124,test,challenge,[HANDLE] Just found a credit card payment I do not recognise for Amzn Clddrv Unlmtd. Who do I contact?,,,,,,NO,2854270,2854270,
amazon_test_125,test,random,"Usually [HANDLE] is pretty good with deliveries however, my last order has been a pain. I don’t like being lied to. I made a purchase that came with free 1 day shipping with a purchase of $35 or more. Its been 4 days and still nothing. This is unacceptable..",,,,,,NO,518808,518808,
amazon_test_126,test,random,"Sick to death of crappy service from [HANDLE] consistently late on deliveries, generic cut and pasted answers when you contact them, unhelpful staff who seem to have no clue where my items are or when they will be delivered and rudeness.",,,,,,NO,2930667,2930667,
amazon_test_127,test,random,I was anxiously waiting for my Amazon delivery yesterday. Eyes on the gps tracker. Saw the driver was in my neighborhood. 3 stops away.. (1),,,,,,NO,485285,485285,
amazon_test_128,test,random,[HANDLE] day 3 still no package! WTF? 8 phone calls 9 different customer service people. Nothing!,,,,,,NO,522614,522614,
amazon_test_129,test,challenge,うわー、amazon echo楽しい〜！ ピカチュウトーク、ほんとに「ピカピカ」しか言わへん！wwwww #AmazonEcho,,,,,,NO,525653,525653,
amazon_test_130,test,random,"Amazon notes my package was left ""in a secure location,"" but they don't know exactly where. They asked me to look in the bushes—seriously!",,,,,,NO,454645,454645,
amazon_test_131,test,random,[HANDLE] out here changing the game... If I'm ordering today how is getting it Monday within the 2 day prime window??? [URL],,,,,,NO,2960019,2960019,
amazon_test_132,test,random,What we ordered vs. what we got. [HANDLE] [URL],,,,,,NO,570119,570119,
amazon_test_133,test,random,[HANDLE] could really use some help from someone that can actually do something. Prime member. Delivery promised yesterday. Didn’t happen. I’m gone now until Monday and paper product is out for delivery. Was a gift for this weekend.,,,,,,NO,455541,455541,
amazon_test_134,test,challenge,[HANDLE] order#[PHONE] not delivered. I left a message via the return button but no one has contacted me. I would like the order to be delivered please,,,,,,NO,78740,78740,
amazon_test_135,test,challenge,"[HANDLE] i have received a message from dpd showing a lovely picture of someone’s house, not mine. And said they csnnot deliver. I need that parcel today, I’m home today that’s why I ordered it for today. Not happy at all.",,,,,,NO,83565,83565,
amazon_test_136,test,random,"If I hear “it’s not our fault your package is late” one more time from [HANDLE], I’m done with #Prime. [HANDLE]",,,,,,NO,89316,89316,
amazon_test_137,test,random,[HANDLE] I have had 3 items in the past delivered to my neighbour instead of my own house.I would like to make a formal complaint about this because this has happened again yesterday whilst I was at home in the evening.I specifically requested evening delivery but no delivery,,,,,,NO,2880443,2880443,
amazon_test_138,test,challenge,"Hey [HANDLE], guess what time it is? It's time to play my favorite game! ""Amazon Logistics fails to deliver Amazon orders on time/at all."" AMZL is 0 for 4 in a row. You've entirely lost this order, apparently.",,,,,,NO,2889307,2889307,
amazon_test_139,test,random,[HANDLE] I need to tell u that u took my money and I also want to tell you that I was the girl who bought Sims 3 university life a few days ago and I'm really mad because y'all told me to wait two freaking hours for the game to download and I waited and it wasn't there,,,,,,NO,454513,454513,
amazon_test_140,test,random,[HANDLE] I’m totally disappointed in Prime shipping NOT being prime shipping at all! 3 things I ordered said prime and NONE OF THEM will be here in 2 days!! Whyyyyy!? #comeonamazon #ineedprineshipping #whyisthishappening,,,,,,NO,465131,465131,
amazon_test_141,test,random,"Hey [HANDLE] [HANDLE] , what the heck is this? First: there was someone at my residence all day, and more importantly I was home at this time. Second: A DELIVERY AT 9:17PM AT NIGHT? This is a blatant lie, and I'm not happy. [URL]",,,,,,NO,493396,493396,
amazon_test_142,test,random,[HANDLE] so if I pay for 1 day shipping it’s just cool for you guys to scam me out of my money and send it regular shipping gg,,,,,,NO,493316,493316,
amazon_test_143,test,random,[HANDLE] bought a butter dish and all I can hear in the box in broken glass. Would love to send you a video of the box!,,,,,,NO,579817,579817,
amazon_test_144,test,random,"[HANDLE] what's up with a package being delivered on the roof of my car? First the trash, now this? WTF?",,,,,,NO,521726,521726,
amazon_test_145,test,random,Have to give credit to [HANDLE] ... delivery problem and customer service sorted it out with a replacement right away and has promised to never ship with [HANDLE] again. Fair resolution. Quick. Decisive. Heard my concern and acted. Thanks.,,,,,,NO,470894,470894,
amazon_test_146,test,random,[HANDLE] its my dog's birthday today and I ordered him a new bed as a surprise. It was supposed to come today but it never did. Now I have to comfort my sad pupper.,,,,,,NO,2922529,2922529,
amazon_test_147,test,challenge,"When my [HANDLE] order finally gets delivered, I get that Christmas/Birthday feeling every time. And I’m even more excited when it comes earlier than expected!",,,,,,NO,590007,590007,
amazon_test_148,test,random,"Another ridiculous non-delivery by [HANDLE]. Tracking says ""handed to resident"". Parcel in actual fact left dumped on doorstep. Not good enough. This us NOT a delivery. This is insecure and stupid.",,,,,,NO,548035,548035,
amazon_test_149,test,challenge,[HANDLE] Rs 2 OFF on Lightning Deal ? :\ [URL],,,,,,NO,538563,538563,
amazon_test_150,test,random,"Been waiting on an [HANDLE] parcel all day, and it's starting to feel like the delivery guy is punishing me for not being home on Sunday. I bought movie tickets for tonight, but I know when I leave the house he's going to call",,,,,,NO,2874092,2874092,
